 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
.,UN,State Unassigned,UN_Unassigned,Unassigned,0,0,0,0,0,0,0,0,0,,
1,AN,Andaman and Nicobar Islands,AN_Nicobars,Nicobars,0,0,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
2,AN,Andaman and Nicobar Islands,AN_North and Middle Andaman,North and Middle Andaman,1,0,1,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
3,AN,Andaman and Nicobar Islands,AN_South Andaman,South Andaman,51,19,32,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,AP,Andhra Pradesh,AP_Foreign Evacuees,Foreign Evacuees,434,0,434,0,0,0,0,0,0,,
4,AP,Andhra Pradesh,AP_Anantapur,Anantapur,172242,9715,161432,1095,0,0,0,0,0,,
5,AP,Andhra Pradesh,AP_Chittoor,Chittoor,268091,6291,259832,1968,0,0,0,0,0,,
6,AP,Andhra Pradesh,AP_East Godavari,East Godavari,305724,9262,295166,1296,0,0,0,0,0,,
7,AP,Andhra Pradesh,AP_Guntur,Guntur,193528,11309,180956,1263,0,0,0,0,0,,
8,AP,Andhra Pradesh,AP_Krishna,Krishna,127692,6420,119790,1482,0,0,0,0,0,,
9,AP,Andhra Pradesh,AP_Kurnool,Kurnool,136255,9216,126182,857,0,0,0,0,0,,
0,AP,Andhra Pradesh,AP_Other State,Other State,2461,0,2461,0,0,0,0,0,0,,
10,AP,Andhra Pradesh,AP_Prakasam,Prakasam,150787,11416,138237,1134,0,0,0,0,0,,
11,AP,Andhra Pradesh,AP_S.P.S. Nellore,S.P.S. Nellore,158918,10607,147239,1072,0,0,0,0,0,,
12,AP,Andhra Pradesh,AP_Srikakulam,Srikakulam,132320,6799,124724,797,0,0,0,0,0,,
13,AP,Andhra Pradesh,AP_Visakhapatnam,Visakhapatnam,184447,13289,169992,1166,0,0,0,0,0,,
14,AP,Andhra Pradesh,AP_Vizianagaram,Vizianagaram,90588,4161,85752,675,0,0,0,0,0,,
15,AP,Andhra Pradesh,AP_West Godavari,West Godavari,186052,3327,181595,1130,0,0,0,0,0,,
16,AP,Andhra Pradesh,AP_Y.S.R. Kadapa,Y.S.R. Kadapa,126508,7681,118183,644,0,0,0,0,0,,
17,AR,Arunachal Pradesh,AR_Anjaw,Anjaw,1088,11,1074,3,0,0,0,0,0,,
18,AR,Arunachal Pradesh,AR_Changlang,Changlang,4172,136,4014,22,0,0,0,0,0,,
19,AR,Arunachal Pradesh,AR_East Kameng,East Kameng,1165,45,1120,0,0,0,0,0,0,,
20,AR,Arunachal Pradesh,AR_East Siang,East Siang,3480,148,3315,17,0,0,0,0,0,,
21,AR,Arunachal Pradesh,AR_Kamle,Kamle,541,22,519,0,0,0,0,0,0,,
22,AR,Arunachal Pradesh,AR_Kra Daadi,Kra Daadi,270,0,270,0,0,0,0,0,0,,
23,AR,Arunachal Pradesh,AR_Kurung Kumey,Kurung Kumey,515,2,512,1,0,0,0,0,0,,
24,AR,Arunachal Pradesh,AR_Lepa Rada,Lepa Rada,948,56,889,3,0,0,0,0,0,,
25,AR,Arunachal Pradesh,AR_Lohit,Lohit,3229,153,3048,28,0,0,0,0,0,,
26,AR,Arunachal Pradesh,AR_Longding,Longding,824,47,775,2,0,0,0,0,0,,
27,AR,Arunachal Pradesh,AR_Lower Dibang Valley,Lower Dibang Valley,2748,167,2570,11,0,0,0,0,0,,
28,AR,Arunachal Pradesh,AR_Lower Siang,Lower Siang,808,22,778,8,0,0,0,0,0,,
29,AR,Arunachal Pradesh,AR_Lower Subansiri,Lower Subansiri,3273,185,3073,15,0,0,0,0,0,,
30,AR,Arunachal Pradesh,AR_Namsai,Namsai,2523,145,2361,17,0,0,0,0,0,,
31,AR,Arunachal Pradesh,AR_Pakke Kessang,Pakke Kessang,481,15,466,0,0,0,0,0,0,,
32,AR,Arunachal Pradesh,AR_Papum Pare,Papum Pare,20998,1576,19323,99,0,0,0,0,0,,
33,AR,Arunachal Pradesh,AR_Shi Yomi,Shi Yomi,302,19,283,0,0,0,0,0,0,,
34,AR,Arunachal Pradesh,AR_Siang,Siang,429,13,413,3,0,0,0,0,0,,
35,AR,Arunachal Pradesh,AR_Tawang,Tawang,2762,85,2656,21,0,0,0,0,0,,
36,AR,Arunachal Pradesh,AR_Tirap,Tirap,1225,90,1130,5,0,0,0,0,0,,
37,AR,Arunachal Pradesh,AR_Upper Dibang Valley,Upper Dibang Valley,370,25,343,2,0,0,0,0,0,,
38,AR,Arunachal Pradesh,AR_Upper Siang,Upper Siang,1082,58,1023,1,0,0,0,0,0,,
39,AR,Arunachal Pradesh,AR_Upper Subansiri,Upper Subansiri,1989,24,1959,6,0,0,0,0,0,,
40,AR,Arunachal Pradesh,AR_West Kameng,West Kameng,4028,208,3805,15,0,0,0,0,0,,
41,AR,Arunachal Pradesh,AR_West Siang,West Siang,1997,80,1911,6,0,0,0,0,0,,
0,AS,Assam,AS_Airport Quarantine,Airport Quarantine,13,0,13,0,0,0,0,0,0,,
42,AS,Assam,AS_Baksa,Baksa,7888,7372,447,69,0,0,0,0,0,,
43,AS,Assam,AS_Barpeta,Barpeta,16683,15467,1024,192,0,0,0,0,0,,
44,AS,Assam,AS_Biswanath,Biswanath,10343,9902,379,62,0,0,0,0,0,,
45,AS,Assam,AS_Bongaigaon,Bongaigaon,7886,6968,834,84,0,0,0,0,0,,
46,AS,Assam,AS_Cachar,Cachar,29063,27343,1498,222,0,0,0,0,0,,
47,AS,Assam,AS_Charaideo,Charaideo,4528,4365,105,58,0,0,0,0,0,,
48,AS,Assam,AS_Chirang,Chirang,3569,3310,219,40,0,0,0,0,0,,
49,AS,Assam,AS_Darrang,Darrang,13684,11832,1730,122,0,0,0,0,0,,
50,AS,Assam,AS_Dhemaji,Dhemaji,9727,9239,440,48,0,0,0,0,0,,
51,AS,Assam,AS_Dhubri,Dhubri,10141,8872,1215,54,0,0,0,0,0,,
52,AS,Assam,AS_Dibrugarh,Dibrugarh,39494,36661,2409,424,0,0,0,0,0,,
53,AS,Assam,AS_Dima Hasao,Dima Hasao,4370,4152,199,19,0,0,0,0,0,,
54,AS,Assam,AS_Goalpara,Goalpara,13213,38,568,93,0,0,0,0,0,,
55,AS,Assam,AS_Golaghat,Golaghat,26769,24838,1656,275,0,0,0,0,0,,
56,AS,Assam,AS_Hailakandi,Hailakandi,7313,6159,1116,38,0,0,0,0,0,,
57,AS,Assam,AS_Hojai,Hojai,8809,7533,1160,116,0,0,0,0,0,,
58,AS,Assam,AS_Jorhat,Jorhat,30728,28624,1752,352,0,0,0,0,0,,
59,AS,Assam,AS_Kamrup,Kamrup,37300,34946,2074,280,0,0,0,0,0,,
60,AS,Assam,AS_Kamrup Metropolitan,Kamrup Metropolitan,137986,121678,15370,938,0,0,0,0,0,,
61,AS,Assam,AS_Karbi Anglong,Karbi Anglong,8856,8181,552,123,0,0,0,0,0,,
62,AS,Assam,AS_Karimganj,Karimganj,10105,9050,955,100,0,0,0,0,0,,
63,AS,Assam,AS_Kokrajhar,Kokrajhar,6957,6534,353,70,0,0,0,0,0,,
64,AS,Assam,AS_Lakhimpur,Lakhimpur,18312,17052,1135,125,0,0,0,0,0,,
65,AS,Assam,AS_Majuli,Majuli,2317,2224,80,13,0,0,0,0,0,,
66,AS,Assam,AS_Morigaon,Morigaon,15090,14453,557,80,0,0,0,0,0,,
67,AS,Assam,AS_Nagaon,Nagaon,27888,25158,2506,224,0,0,0,0,0,,
68,AS,Assam,AS_Nalbari,Nalbari,12970,12009,828,133,0,0,0,0,0,,
0,AS,Assam,AS_Other State,Other State,192,191,1,0,0,0,0,0,0,,
69,AS,Assam,AS_Sivasagar,Sivasagar,14170,13500,473,197,0,0,0,0,0,,
70,AS,Assam,AS_Sonitpur,Sonitpur,24122,22126,1727,269,0,0,0,0,0,,
71,AS,Assam,AS_South Salmara Mankachar,South Salmara Mankachar,2114,2050,47,17,0,0,0,0,0,,
72,AS,Assam,AS_Tinsukia,Tinsukia,23613,21545,1798,270,0,0,0,0,0,,
73,AS,Assam,AS_Udalguri,Udalguri,7287,6538,666,83,0,0,0,0,0,,
74,AS,Assam,AS_West Karbi Anglong,West Karbi Anglong,1654,1611,37,6,0,0,0,0,0,,
75,BR,Bihar,BR_Araria,Araria,15963,195,15628,140,0,0,0,0,0,,
76,BR,Bihar,BR_Arwal,Arwal,8167,115,7943,109,0,0,0,0,0,,
77,BR,Bihar,BR_Aurangabad,Aurangabad,21137,104,20956,77,0,0,0,0,0,,
78,BR,Bihar,BR_Banka,Banka,8635,296,8226,113,0,0,0,0,0,,
79,BR,Bihar,BR_Begusarai,Begusarai,30781,265,29954,562,0,0,0,0,0,,
80,BR,Bihar,BR_Bhagalpur,Bhagalpur,28668,318,27989,361,0,0,0,0,0,,
81,BR,Bihar,BR_Bhojpur,Bhojpur,11697,234,11224,239,0,0,0,0,0,,
82,BR,Bihar,BR_Buxar,Buxar,10186,201,9766,219,0,0,0,0,0,,
83,BR,Bihar,BR_Darbhanga,Darbhanga,13281,416,12494,371,0,0,0,0,0,,
101,BR,Bihar,BR_East Champaran,East Champaran,20728,498,19697,533,0,0,0,0,0,,
84,BR,Bihar,BR_Gaya,Gaya,37070,60,36638,372,0,0,0,0,0,,
85,BR,Bihar,BR_Gopalganj,Gopalganj,17504,277,16970,257,0,0,0,0,0,,
86,BR,Bihar,BR_Jamui,Jamui,10845,111,10615,119,0,0,0,0,0,,
87,BR,Bihar,BR_Jehanabad,Jehanabad,11818,13,11561,244,0,0,0,0,0,,
88,BR,Bihar,BR_Kaimur,Kaimur,5587,77,5363,147,0,0,0,0,0,,
89,BR,Bihar,BR_Katihar,Katihar,19705,164,19272,269,0,0,0,0,0,,
90,BR,Bihar,BR_Khagaria,Khagaria,10619,39,10416,164,0,0,0,0,0,,
91,BR,Bihar,BR_Kishanganj,Kishanganj,11171,147,10918,106,0,0,0,0,0,,
92,BR,Bihar,BR_Lakhisarai,Lakhisarai,8537,19,8415,103,0,0,0,0,0,,
93,BR,Bihar,BR_Madhepura,Madhepura,14522,454,13955,113,0,0,0,0,0,,
94,BR,Bihar,BR_Madhubani,Madhubani,19844,243,19213,388,0,0,0,0,0,,
95,BR,Bihar,BR_Munger,Munger,17629,451,16905,273,0,0,0,0,0,,
96,BR,Bihar,BR_Muzaffarpur,Muzaffarpur,35753,475,34652,626,0,0,0,0,0,,
97,BR,Bihar,BR_Nalanda,Nalanda,25421,22,24928,471,0,0,0,0,0,,
98,BR,Bihar,BR_Nawada,Nawada,10976,13,10705,258,0,0,0,0,0,,
100,BR,Bihar,BR_Patna,Patna,178423,1330,174268,2825,0,0,0,0,0,,
102,BR,Bihar,BR_Purnia,Purnia,27114,750,26134,230,0,0,0,0,0,,
103,BR,Bihar,BR_Rohtas,Rohtas,15247,237,14737,273,0,0,0,0,0,,
104,BR,Bihar,BR_Saharsa,Saharsa,19646,354,19095,197,0,0,0,0,0,,
105,BR,Bihar,BR_Samastipur,Samastipur,24579,740,23579,260,0,0,0,0,0,,
106,BR,Bihar,BR_Saran,Saran,25791,490,25043,258,0,0,0,0,0,,
107,BR,Bihar,BR_Sheikhpura,Sheikhpura,7946,50,7791,105,0,0,0,0,0,,
108,BR,Bihar,BR_Sheohar,Sheohar,4699,105,4542,52,0,0,0,0,0,,
109,BR,Bihar,BR_Sitamarhi,Sitamarhi,10358,170,10060,128,0,0,0,0,0,,
110,BR,Bihar,BR_Siwan,Siwan,16338,181,15871,286,0,0,0,0,0,,
111,BR,Bihar,BR_Supaul,Supaul,18050,97,17796,157,0,0,0,0,0,,
112,BR,Bihar,BR_Vaishali,Vaishali,21898,219,21272,406,1,0,0,0,0,,
99,BR,Bihar,BR_West Champaran,West Champaran,22526,391,21741,394,0,0,0,0,0,,
113,CH,Chandigarh,CH_Chandigarh,Chandigarh,87983,5420,81455,1108,0,0,0,0,0,,
0,CT,Chhattisgarh,CT_Other State,Other State,852,0,721,131,0,0,0,0,0,,
114,CT,Chhattisgarh,CT_Balod,Balod,28725,585,27738,402,0,0,0,0,0,,
115,CT,Chhattisgarh,CT_Baloda Bazar,Baloda Bazar,44410,436,43493,481,0,0,0,0,0,,
116,CT,Chhattisgarh,CT_Balrampur,Balrampur,21122,311,20691,120,0,0,0,0,0,,
117,CT,Chhattisgarh,CT_Bametara,Bametara,20655,464,19949,242,0,0,0,0,0,,
118,CT,Chhattisgarh,CT_Bastar,Bastar,22799,1568,21035,196,0,0,0,0,0,,
119,CT,Chhattisgarh,CT_Bijapur,Bijapur,9171,705,8411,55,0,0,0,0,0,,
120,CT,Chhattisgarh,CT_Bilaspur,Bilaspur,73571,1420,70920,1231,0,0,0,0,0,,
121,CT,Chhattisgarh,CT_Dakshin Bastar Dantewada,Dakshin Bastar Dantewada,11781,233,11522,26,0,0,0,0,0,,
122,CT,Chhattisgarh,CT_Dhamtari,Dhamtari,29386,1828,27006,552,0,0,0,0,0,,
123,CT,Chhattisgarh,CT_Durg,Durg,112153,3391,106920,1842,0,0,0,0,0,,
124,CT,Chhattisgarh,CT_Gariaband,Gariaband,20142,320,19628,194,0,0,0,0,0,,
125,CT,Chhattisgarh,CT_Janjgir Champa,Janjgir Champa,62340,1212,60273,855,0,0,0,0,0,,
126,CT,Chhattisgarh,CT_Jashpur,Jashpur,30515,547,29755,213,0,0,0,0,0,,
127,CT,Chhattisgarh,CT_Kabeerdham,Kabeerdham,23640,549,22824,267,0,0,0,0,0,,
128,CT,Chhattisgarh,CT_Kondagaon,Kondagaon,14421,495,13827,99,0,0,0,0,0,,
129,CT,Chhattisgarh,CT_Korba,Korba,61449,866,59986,597,0,0,0,0,0,,
130,CT,Chhattisgarh,CT_Koriya,Koriya,28724,298,28246,180,0,0,0,0,0,,
131,CT,Chhattisgarh,CT_Mahasamund,Mahasamund,32360,404,31588,368,0,0,0,0,0,,
132,CT,Chhattisgarh,CT_Mungeli,Mungeli,24962,304,24490,168,0,0,0,0,0,,
133,CT,Chhattisgarh,CT_Narayanpur,Narayanpur,4494,190,4290,14,0,0,0,0,0,,
134,CT,Chhattisgarh,CT_Raigarh,Raigarh,72081,1532,69562,987,0,0,0,0,0,,
135,CT,Chhattisgarh,CT_Raipur,Raipur,187975,5754,179031,3190,0,0,0,0,0,,
136,CT,Chhattisgarh,CT_Rajnandgaon,Rajnandgaon,60847,1426,58896,525,0,0,0,0,0,,
137,CT,Chhattisgarh,CT_Sukma,Sukma,8853,373,8460,20,0,0,0,0,0,,
138,CT,Chhattisgarh,CT_Surajpur,Surajpur,30549,570,29754,225,0,0,0,0,0,,
139,CT,Chhattisgarh,CT_Surguja,Surguja,36445,627,35573,245,0,0,0,0,0,,
140,CT,Chhattisgarh,CT_Uttar Bastar Kanker,Uttar Bastar Kanker,25902,684,24991,227,0,0,0,0,0,,
766,CT,Chhattisgarh,CT_Gaurela Pendra Marwahi,Gaurela Pendra Marwahi,12771,198,12427,146,0,0,0,0,0,,
144,DL,Delhi,DL_Central Delhi,Central Delhi,184,184,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
145,DL,Delhi,DL_East Delhi,East Delhi,38,38,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
146,DL,Delhi,DL_New Delhi,New Delhi,37,37,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
147,DL,Delhi,DL_North Delhi,North Delhi,60,60,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
148,DL,Delhi,DL_North East Delhi,North East Delhi,25,25,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
149,DL,Delhi,DL_North West Delhi,North West Delhi,32,31,0,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
150,DL,Delhi,DL_Shahdara,Shahdara,48,48,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
151,DL,Delhi,DL_South Delhi,South Delhi,70,70,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
152,DL,Delhi,DL_South East Delhi,South East Delhi,130,130,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
153,DL,Delhi,DL_South West Delhi,South West Delhi,42,42,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
154,DL,Delhi,DL_West Delhi,West Delhi,122,122,0,0,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Other State,Other State,0,0,0,0,0,0,0,0,0,,
141,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Dadra and Nagar Haveli,Dadra and Nagar Haveli,6237,78,6151,3,5,0,0,0,0,,
142,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Daman,Daman,3808,57,3724,1,26,0,0,0,0,,
143,DN,Dadra and Nagar Haveli and Daman and Diu,DN_Diu,Diu,1260,10,1249,0,1,0,0,0,0,,
0,GA,Goa,GA_Other State,Other State,200,9,190,1,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
155,GA,Goa,GA_North Goa,North Goa,2668,1639,964,65,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
156,GA,Goa,GA_South Goa,South Goa,3511,1978,1407,126,0,0,0,0,0,District-wise numbers are out-dated as cumulative counts for each district are not reported in bulletin,
0,GJ,Gujarat,GJ_Other State,Other State,162,0,159,3,0,0,0,0,0,,
157,GJ,Gujarat,GJ_Ahmedabad,Ahmedabad,347809,42858,301465,3486,0,0,0,0,0,,
158,GJ,Gujarat,GJ_Amreli,Amreli,12386,609,11674,103,0,0,0,0,0,,
159,GJ,Gujarat,GJ_Anand,Anand,13937,1961,11925,51,0,0,0,0,0,,
160,GJ,Gujarat,GJ_Aravalli,Aravalli,5433,97,5257,79,0,0,0,0,0,,
161,GJ,Gujarat,GJ_Banaskantha,Banaskantha,15970,1108,14698,164,0,0,0,0,0,,
162,GJ,Gujarat,GJ_Bharuch,Bharuch,15914,1348,14445,121,0,0,0,0,0,,
163,GJ,Gujarat,GJ_Bhavnagar,Bhavnagar,27841,2385,25139,317,0,0,0,0,0,,
164,GJ,Gujarat,GJ_Botad,Botad,2309,48,2218,43,0,0,0,0,0,,
165,GJ,Gujarat,GJ_Chhota Udaipur,Chhota Udaipur,3541,105,3398,38,0,0,0,0,0,,
167,GJ,Gujarat,GJ_Dahod,Dahod,10831,354,10438,39,0,0,0,0,0,,
187,GJ,Gujarat,GJ_Dang,Dang,977,63,896,18,0,0,0,0,0,,
166,GJ,Gujarat,GJ_Devbhumi Dwarka,Devbhumi Dwarka,4915,233,4598,84,0,0,0,0,0,,
168,GJ,Gujarat,GJ_Gandhinagar,Gandhinagar,30066,4525,25335,206,0,0,0,0,0,,
169,GJ,Gujarat,GJ_Gir Somnath,Gir Somnath,9441,250,9124,67,0,0,0,0,0,,
170,GJ,Gujarat,GJ_Jamnagar,Jamnagar,40411,2399,37518,494,0,0,0,0,0,,
171,GJ,Gujarat,GJ_Junagadh,Junagadh,22266,286,21708,272,0,0,0,0,0,,
173,GJ,Gujarat,GJ_Kheda,Kheda,13019,723,12244,52,0,0,0,0,0,,
172,GJ,Gujarat,GJ_Kutch,Kutch,16814,1725,14943,146,0,0,0,0,0,,
175,GJ,Gujarat,GJ_Mahisagar,Mahisagar,8647,105,8470,72,0,0,0,0,0,,
174,GJ,Gujarat,GJ_Mehsana,Mehsana,28386,2028,26176,182,0,0,0,0,0,,
176,GJ,Gujarat,GJ_Morbi,Morbi,9703,1537,8079,87,0,0,0,0,0,,
177,GJ,Gujarat,GJ_Narmada,Narmada,6467,210,6242,15,0,0,0,0,0,,
178,GJ,Gujarat,GJ_Navsari,Navsari,10957,1005,9917,35,0,0,0,0,0,,
179,GJ,Gujarat,GJ_Panchmahal,Panchmahal,12763,453,12237,73,0,0,0,0,0,,
180,GJ,Gujarat,GJ_Patan,Patan,14196,1605,12462,129,0,0,0,0,0,,
181,GJ,Gujarat,GJ_Porbandar,Porbandar,4087,280,3785,22,0,0,0,0,0,,
182,GJ,Gujarat,GJ_Rajkot,Rajkot,77364,9629,66992,743,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,10757,706,9892,159,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,198241,12148,184086,2007,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,9616,730,8750,136,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,5093,344,4723,26,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,118401,24380,93220,801,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,11940,1647,10218,75,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,16874,890,15891,92,1,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,14709,267,14276,164,2,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,21290,866,20111,312,1,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,59157,1668,56282,1202,5,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,4193,291,3863,39,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,11395,465,10763,158,9,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,3065,38,3009,18,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,36205,1087,34643,475,0,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,33473,1432,31360,677,4,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,18728,1011,17501,216,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,28988,1301,27358,329,0,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,17657,1020,16366,269,2,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,0,0,0,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,39118,2877,35716,525,0,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,24760,1176,22927,657,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,6297,463,5694,140,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,122605,6095,115778,732,0,0,0,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,19409,507,18416,486,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,242960,9288,232722,950,0,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,59062,1426,56491,1145,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,0,0,0,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,22010,518,21162,330,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,23450,525,22388,537,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,13344,1015,11977,352,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,46914,1767,44570,577,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,25509,654,24489,366,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,23227,542,22528,157,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,5677,145,5406,126,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,11674,331,11190,153,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,41749,1459,39896,394,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,35220,1226,33351,643,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,23314,692,22401,221,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,30212,1077,28601,534,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,32110,767,30829,514,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,55991,1954,53775,262,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,28364,1077,26851,436,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,22996,394,22305,297,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,7674,449,7172,53,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,13812,336,13356,120,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,19640,157,19090,393,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,7419,735,6637,47,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,66751,2226,63408,1117,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,7643,96,7453,94,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,9351,70,9151,130,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,7267,241,6938,88,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,10866,133,10693,40,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,22563,172,22199,192,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,6134,46,6027,61,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,9026,99,8828,99,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,14678,151,14389,138,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,8536,160,8318,58,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,7541,121,7331,89,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,2988,180,2796,12,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,13971,203,13657,111,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,15995,200,15594,201,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,111243,4802,104838,1603,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,5911,150,5719,42,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,8102,363,7662,77,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,9558,366,9100,92,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,15564,226,15201,137,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,20863,2807,17840,216,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,12878,1611,11156,111,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,35011,6387,28326,298,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,32534,4020,28288,226,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,9347,1113,8094,140,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,13095,1663,11348,84,0,0,0,0,0,,
